Test Time	Applied Command	CASModeExternalEcho	CASModeExecution	CASTime	CASCBITResult	CASdiagnostic	Rezerve	CASModeStatus	CASBusVoltage	CASBusCurrent	CASTemperature	CASFinPositionIE	CASFinVelocityIE	CASFinPositionAAE	CASFinPositionDAE	CASMotorCurrent	CASPrevMsgStatus	CASPrevMsgTimeStamp	CASErrorCounter	CASRxMsgCounter
0.0842	0.0000	0.0000	1.0000	0.0842	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2361	9.8915	109.9569	0.0000	0.0000	0.0000	0.0000	84.1683	0.0000	43.0000
0.0862	0.0000	0.0000	1.0000	0.0862	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2478	10.1116	110.0789	0.0000	0.0000	0.0000	0.0000	86.1723	0.0000	44.0000
0.0882	0.0000	0.0000	1.0000	0.0882	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.0308	10.3268	107.5714	0.0000	0.0000	0.0000	0.0000	88.1764	0.0000	45.0000
0.0902	0.0000	0.0000	1.0000	0.0902	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2700	10.5351	104.1739	0.0000	0.0000	0.0000	0.0000	90.1804	0.0000	46.0000
0.0922	0.0000	0.0000	1.0000	0.0922	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2765	10.7407	102.7742	0.0000	0.0000	0.0000	0.0000	92.1844	0.0000	47.0000
0.0942	0.0000	0.0000	1.0000	0.0942	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.3092	10.9419	100.6332	0.0000	0.0000	0.0000	0.0000	94.1884	0.0000	48.0000
0.0962	0.0000	0.0000	1.0000	0.0962	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.9630	11.1423	100.1832	0.0000	0.0000	0.0000	0.0000	96.1924	0.0000	49.0000
0.0982	0.0000	0.0000	1.0000	0.0982	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2982	11.3467	102.2006	0.0000	0.0000	0.0000	0.0000	98.1964	0.0000	50.0000
0.1002	0.0000	0.0000	1.0000	0.1002	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.7416	11.5473	100.2864	0.0000	0.0000	0.0000	0.0000	100.2004	0.0000	51.0000
0.1022	0.0000	0.0000	1.0000	0.1022	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.5365	11.7413	97.0164	0.0000	0.0000	0.0000	0.0000	102.2044	0.0000	52.0000
0.1042	0.0000	0.0000	1.0000	0.1042	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.9390	11.9360	97.3309	0.0000	0.0000	0.0000	0.0000	104.2084	0.0000	53.0000
0.1062	0.0000	0.0000	1.0000	0.1062	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.8827	12.1378	100.9062	0.0000	0.0000	0.0000	0.0000	106.2124	0.0000	54.0000
0.1082	0.0000	0.0000	1.0000	0.1082	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.8487	12.3229	92.5452	0.0000	0.0000	0.0000	0.0000	108.2164	0.0000	55.0000
0.1102	0.0000	0.0000	1.0000	0.1102	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.7050	12.5239	100.5221	0.0000	0.0000	0.0000	0.0000	110.2204	0.0000	56.0000
0.1122	0.0000	0.0000	1.0000	0.1122	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.3485	12.7038	89.9216	0.0000	0.0000	0.0000	0.0000	112.2244	0.0000	57.0000
0.1142	0.0000	0.0000	1.0000	0.1142	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1110	12.9016	98.9111	0.0000	0.0000	0.0000	0.0000	114.2285	0.0000	58.0000
0.1162	0.0000	0.0000	1.0000	0.1162	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.1414	13.0603	79.3426	0.0000	0.0000	0.0000	0.0000	116.2325	0.0000	59.0000
0.1182	0.0000	0.0000	1.0000	0.1182	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.4444	13.2363	88.0032	0.0000	0.0000	0.0000	0.0000	118.2365	0.0000	60.0000
0.1202	0.0000	0.0000	1.0000	0.1202	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.9931	13.4069	85.2947	0.0000	0.0000	0.0000	0.0000	120.2405	0.0000	61.0000
0.1222	0.0000	0.0000	1.0000	0.1222	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.2976	13.6085	100.8221	0.0000	0.0000	0.0000	0.0000	122.2445	0.0000	62.0000
0.1242	0.0000	0.0000	1.0000	0.1242	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1930	13.7698	80.6501	0.0000	0.0000	0.0000	0.0000	124.2485	0.0000	63.0000
0.1263	0.0000	0.0000	1.0000	0.1263	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.9180	13.9292	79.7093	0.0000	0.0000	0.0000	0.0000	126.2525	0.0000	64.0000
0.1283	0.0000	0.0000	1.0000	0.1283	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.7198	14.0997	85.2221	0.0000	0.0000	0.0000	0.0000	128.2565	0.0000	65.0000
0.1303	0.0000	0.0000	1.0000	0.1303	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.2982	14.2477	74.0248	0.0000	0.0000	0.0000	0.0000	130.2605	0.0000	66.0000
0.1323	0.0000	0.0000	1.0000	0.1323	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.8792	14.4176	84.9617	0.0000	0.0000	0.0000	0.0000	132.2645	0.0000	67.0000
0.1343	0.0000	0.0000	1.0000	0.1343	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.7566	14.5802	81.2775	0.0000	0.0000	0.0000	0.0000	134.2685	0.0000	68.0000
0.1363	0.0000	0.0000	1.0000	0.1363	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.4656	14.7518	85.7943	0.0000	0.0000	0.0000	0.0000	136.2725	0.0000	69.0000
0.1383	0.0000	0.0000	1.0000	0.1383	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.8304	14.9110	79.6172	0.0000	0.0000	0.0000	0.0000	138.2766	0.0000	70.0000
0.1403	0.0000	0.0000	1.0000	0.1403	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.1167	15.0627	75.8611	0.0000	0.0000	0.0000	0.0000	140.2806	0.0000	71.0000
0.1423	0.0000	0.0000	1.0000	0.1423	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.9394	15.2364	86.8228	0.0000	0.0000	0.0000	0.0000	142.2846	0.0000	72.0000
0.1443	0.0000	0.0000	1.0000	0.1443	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.9992	15.3850	74.3250	0.0000	0.0000	0.0000	0.0000	144.2886	0.0000	73.0000
0.1463	0.0000	0.0000	1.0000	0.1463	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.0430	15.5499	82.4454	0.0000	0.0000	0.0000	0.0000	146.2926	0.0000	74.0000
0.1483	0.0000	0.0000	1.0000	0.1483	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.9764	15.7265	88.2581	0.0000	0.0000	0.0000	0.0000	148.2966	0.0000	75.0000
0.1503	0.0000	0.0000	1.0000	0.1503	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.5736	15.8774	75.4908	0.0000	0.0000	0.0000	0.0000	150.3006	0.0000	76.0000
0.1523	0.0000	0.0000	1.0000	0.1523	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.2063	16.0286	75.6015	0.0000	0.0000	0.0000	0.0000	152.3046	0.0000	77.0000
0.1543	0.0000	0.0000	1.0000	0.1543	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.5321	16.1937	82.5133	0.0000	0.0000	0.0000	0.0000	154.3086	0.0000	78.0000
0.1563	0.0000	0.0000	1.0000	0.1563	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2984	16.3473	76.8114	0.0000	0.0000	0.0000	0.0000	156.3126	0.0000	79.0000
0.1583	0.0000	0.0000	1.0000	0.1583	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6239	16.5033	78.0289	0.0000	0.0000	0.0000	0.0000	158.3166	0.0000	80.0000
0.1603	0.0000	0.0000	1.0000	0.1603	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2521	16.6641	80.3992	0.0000	0.0000	0.0000	0.0000	160.3206	0.0000	81.0000
0.1623	0.0000	0.0000	1.0000	0.1623	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.5082	16.8294	82.6248	0.0000	0.0000	0.0000	0.0000	162.3246	0.0000	82.0000
0.1643	0.0000	0.0000	1.0000	0.1643	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.5284	17.0040	87.3120	0.0000	0.0000	0.0000	0.0000	164.3287	0.0000	83.0000
0.1663	0.0000	0.0000	1.0000	0.1663	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.0847	17.1813	88.6490	0.0000	0.0000	0.0000	0.0000	166.3327	0.0000	84.0000
0.1683	0.0000	0.0000	1.0000	0.1683	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6157	17.3540	86.3254	0.0000	0.0000	0.0000	0.0000	168.3367	0.0000	85.0000
0.1703	0.0000	0.0000	1.0000	0.1703	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.3862	17.5285	87.2747	0.0000	0.0000	0.0000	0.0000	170.3407	0.0000	86.0000
0.1723	0.0000	0.0000	1.0000	0.1723	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.0791	17.7028	87.1387	0.0000	0.0000	0.0000	0.0000	172.3447	0.0000	87.0000
0.1743	0.0000	0.0000	1.0000	0.1743	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.5754	17.8588	78.0153	0.0000	0.0000	0.0000	0.0000	174.3487	0.0000	88.0000
0.1764	0.0000	0.0000	1.0000	0.1764	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.1555	18.0178	79.4825	0.0000	0.0000	0.0000	0.0000	176.3527	0.0000	89.0000
0.1784	0.0000	0.0000	1.0000	0.1784	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.5585	18.1835	82.8363	0.0000	0.0000	0.0000	0.0000	178.3567	0.0000	90.0000
0.1804	0.0000	0.0000	1.0000	0.1804	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.0622	18.3637	90.0994	0.0000	0.0000	0.0000	0.0000	180.3607	0.0000	91.0000
0.1824	0.0000	0.0000	1.0000	0.1824	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.2993	18.5492	92.7825	0.0000	0.0000	0.0000	0.0000	182.3647	0.0000	92.0000
0.1844	0.0000	0.0000	1.0000	0.1844	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.1822	18.7463	98.5525	0.0000	0.0000	0.0000	0.0000	184.3687	0.0000	93.0000
0.1864	0.0000	0.0000	1.0000	0.1864	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	9.4769	18.9241	88.8942	0.0000	0.0000	0.0000	0.0000	186.3727	0.0000	94.0000
0.1884	0.0000	0.0000	1.0000	0.1884	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.6061	19.1008	88.3268	0.0000	0.0000	0.0000	0.0000	188.3768	0.0000	95.0000
0.1904	0.0000	0.0000	1.0000	0.1904	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	10.8577	19.2805	89.8604	0.0000	0.0000	0.0000	0.0000	190.3808	0.0000	96.0000
0.1924	0.0000	0.0000	1.0000	0.1924	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.2945	19.4572	88.3467	0.0000	0.0000	0.0000	0.0000	192.3848	0.0000	97.0000
0.1944	0.0000	0.0000	1.0000	0.1944	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.0938	19.6551	98.9553	0.0000	0.0000	0.0000	0.0000	194.3888	0.0000	98.0000
0.1964	0.0000	0.0000	1.0000	0.1964	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.1831	19.8470	95.9517	0.0000	0.0000	0.0000	0.0000	196.3928	0.0000	99.0000
0.1984	0.0000	0.0000	1.0000	0.1984	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.3642	20.0504	101.6936	0.0000	0.0000	0.0000	0.0000	198.3968	0.0000	100.0000
0.2004	0.0000	0.0000	1.0000	0.2004	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.9679	20.2485	99.0343	0.0000	0.0000	0.0000	0.0000	200.4008	0.0000	101.0000
0.2024	0.0000	0.0000	1.0000	0.2024	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.5671	20.4606	106.0557	0.0000	0.0000	0.0000	0.0000	202.4048	0.0000	102.0000
0.2044	0.0000	0.0000	1.0000	0.2044	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.6959	20.6851	112.2422	0.0000	0.0000	0.0000	0.0000	204.4088	0.0000	103.0000
0.2064	0.0000	0.0000	1.0000	0.2064	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.1170	20.8880	101.4810	0.0000	0.0000	0.0000	0.0000	206.4128	0.0000	104.0000
0.2084	0.0000	0.0000	1.0000	0.2084	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.9087	21.1041	108.0608	0.0000	0.0000	0.0000	0.0000	208.4168	0.0000	105.0000
0.2104	0.0000	0.0000	1.0000	0.2104	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.7624	21.3047	100.2584	0.0000	0.0000	0.0000	0.0000	210.4208	0.0000	106.0000
0.2124	0.0000	0.0000	1.0000	0.2124	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.0197	21.5083	101.8475	0.0000	0.0000	0.0000	0.0000	212.4248	0.0000	107.0000
0.2144	0.0000	0.0000	1.0000	0.2144	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.6344	21.7198	105.7413	0.0000	0.0000	0.0000	0.0000	214.4289	0.0000	108.0000
0.2164	0.0000	0.0000	1.0000	0.2164	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.1666	21.9487	114.4281	0.0000	0.0000	0.0000	0.0000	216.4329	0.0000	109.0000
0.2184	0.0000	0.0000	1.0000	0.2184	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.9601	22.1746	112.9768	0.0000	0.0000	0.0000	0.0000	218.4369	0.0000	110.0000
0.2204	0.0000	0.0000	1.0000	0.2204	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.8667	22.4134	119.3828	0.0000	0.0000	0.0000	0.0000	220.4409	0.0000	111.0000
0.2224	0.0000	0.0000	1.0000	0.2224	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.1588	22.6447	115.6372	0.0000	0.0000	0.0000	0.0000	222.4449	0.0000	112.0000
0.2244	0.0000	0.0000	1.0000	0.2244	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.0276	22.8691	112.1858	0.0000	0.0000	0.0000	0.0000	224.4489	0.0000	113.0000
0.2265	0.0000	0.0000	1.0000	0.2265	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.5134	23.0951	113.0160	0.0000	0.0000	0.0000	0.0000	226.4529	0.0000	114.0000
0.2285	0.0000	0.0000	1.0000	0.2285	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.9558	23.3331	118.9896	0.0000	0.0000	0.0000	0.0000	228.4569	0.0000	115.0000
0.2305	0.0000	0.0000	1.0000	0.2305	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	14.0899	23.5623	114.6161	0.0000	0.0000	0.0000	0.0000	230.4609	0.0000	116.0000
0.2325	0.0000	0.0000	1.0000	0.2325	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.4244	23.7951	116.4063	0.0000	0.0000	0.0000	0.0000	232.4649	0.0000	117.0000
0.2345	0.0000	0.0000	1.0000	0.2345	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.7301	24.0446	124.7263	0.0000	0.0000	0.0000	0.0000	234.4689	0.0000	118.0000
0.2365	0.0000	0.0000	1.0000	0.2365	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.6278	24.2801	117.7824	0.0000	0.0000	0.0000	0.0000	236.4729	0.0000	119.0000
0.2385	0.0000	0.0000	1.0000	0.2385	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.1654	24.5012	110.5431	0.0000	0.0000	0.0000	0.0000	238.4770	0.0000	120.0000
0.2405	0.0000	0.0000	1.0000	0.2405	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.9478	24.7526	125.6828	0.0000	0.0000	0.0000	0.0000	240.4810	0.0000	121.0000
0.2425	0.0000	0.0000	1.0000	0.2425	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.3186	24.9802	113.8360	0.0000	0.0000	0.0000	0.0000	242.4850	0.0000	122.0000
0.2445	0.0000	0.0000	1.0000	0.2445	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.9988	25.2120	115.8673	0.0000	0.0000	0.0000	0.0000	244.4890	0.0000	123.0000
0.2465	0.0000	0.0000	1.0000	0.2465	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.1156	25.4719	129.9505	0.0000	0.0000	0.0000	0.0000	246.4930	0.0000	124.0000
0.2485	0.0000	0.0000	1.0000	0.2485	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	13.4201	25.7195	123.8276	0.0000	0.0000	0.0000	0.0000	248.4970	0.0000	125.0000
0.2505	0.0000	0.0000	1.0000	0.2505	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.5989	25.9488	114.6262	0.0000	0.0000	0.0000	0.0000	250.5010	0.0000	126.0000
0.2525	0.0000	0.0000	1.0000	0.2525	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	12.1399	26.1912	121.2107	0.0000	0.0000	0.0000	0.0000	252.5050	0.0000	127.0000
0.2545	0.0000	0.0000	1.0000	0.2545	65.0000	1.0000	0.0000	1365.0000	0.0000	0.0000	11.1502	26.4354	122.0939	0.0000	0.0000	0.0000	0.0000	254.5090	0.0000	128.0000
